ResourceID,MONNO,MONNO_TYPE,MONNAMEQ,NAME_TYPE,TPQ,TPQ_TYPE,TPQPREC_Valueid,TAQ,TAQ_TYPE,TAQPREC_Valueid,DESCRIPTION,DESCRIPTION_TYPE,WKT,DES_Valueid,REFERENCE,TYPE_Valueid,CP_Valueid
00000000-0000-0000-0000-000000lhd241,,,,,,,,,,,,,,,,c9f365c7-604d-4181-b263-5b670bdd23eb,
00000000-0000-0000-0000-000000lhd241,,,,,,,,,,,,,,,,,723ecc12-c987-4b69-8141-5ac56506077d
00000000-0000-0000-0000-000000lhd241,,,,,,,,,,,"""Circular domestic baking oven made of clay, with the remains of a raised outer lip, part of a domed top. No associated structure was found. It may have been used to supply bread to roadside buyers.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd242,242,838a206c-7975-4695-a2ae-1575b1e07984,"""Late Saxon pits, High St, St Marks""",81dd62d2-6701-4195-b74b-8057456bba4b,0900,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1000,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.542856839589057 53.2254393335703),,,f909a4f2-07b9-477d-8bae-c3a6a88ed982,
00000000-0000-0000-0000-000000lhd242,,,,,,,,,,,,,,,,,ff00a8ad-ef48-47a2-a120-7ef5ccb809a2
00000000-0000-0000-0000-000000lhd242,,,,,,,,,,,"""Pits containing rubbish material from the 10th century""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd243,243,838a206c-7975-4695-a2ae-1575b1e07984,"""Cemetery, St Marks Church, High St""",81dd62d2-6701-4195-b74b-8057456bba4b,0900,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1900,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.54273796308906 53.2254109104633),,,a56fcb82-10dd-4ff5-a19b-09c0dca1a8fc,
00000000-0000-0000-0000-000000lhd243,,,,,,,,,,,,,,,,4b04460d-491b-406e-abf6-a4a87d036c14,
00000000-0000-0000-0000-000000lhd243,,,,,,,,,,,,,,,,,ff00a8ad-ef48-47a2-a120-7ef5ccb809a2
00000000-0000-0000-0000-000000lhd243,,,,,,,,,,,,,,,,,3425232f-e835-48c3-9ff4-4d7827b6f08a
00000000-0000-0000-0000-000000lhd243,,,,,,,,,,,,,,,,83f056e5-d189-4d81-9a46-74990ba498af,
00000000-0000-0000-0000-000000lhd243,,,,,,,,,,,"""Burials were recorded from a period predating the first church until after the building of the Victorian church in 1872.  In the late Saxon phase, there were 213 burials aligned east-west, with nine buried on a bed of charcoal, 5 shaft burials,  52 cist burials, and five charnel pits. Saxo-Norman burials totalled 2 inhumations and 1 cist burial; 16 inhumations, 4 cist burials and one charnel pit in the Early Medieval period; from the High Medieval period, 33 inhumations; from the Post-Medieval period 55 inhumations; from the modern period, 82 associated with the Georgian church and 4 from the period of the Victorian church. The graveyard has been estimated to measure c 40m N-S and c 20m E-W in its earliest phase, expanding westwards in the 11th century. A large number of grave covers and grave markers from the 11th-13th centuries were recorded. Burials within the church began after its rebuilding in the mid 13th century.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd244,244,838a206c-7975-4695-a2ae-1575b1e07984,"""Roman building, High Street, St Marks Station""",81dd62d2-6701-4195-b74b-8057456bba4b,0150,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,0250,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.543225947898745 53.2247156700855),,,c576bf4a-b5ba-4ba7-adac-57a5937a3b89,
00000000-0000-0000-0000-000000lhd244,,,,,,,,,,,,,,,,,723ecc12-c987-4b69-8141-5ac56506077d
00000000-0000-0000-0000-000000lhd244,,,,,,,,,,,"""Structure 1 (1.1, 1.2 and 1.3). River silts were cut by a drain alongside which were seen the traces of a timber building, which was replaced by two successive timber buildings. Smithing seems to have taken place here, with iron slag recovered and the presence of a hearth. Three infant skeletons were found (MON8407)""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd245,245,838a206c-7975-4695-a2ae-1575b1e07984,"""Roman drain, High Street, St Marks Station""",81dd62d2-6701-4195-b74b-8057456bba4b,0120,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,0250,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.543242751692131 53.2246619365226),,,9d609a96-a328-4026-b884-aef746b57acc,
00000000-0000-0000-0000-000000lhd245,,,,,,,,,,,,,,,,,723ecc12-c987-4b69-8141-5ac56506077d
00000000-0000-0000-0000-000000lhd245,,,,,,,,,,,"""East-west running stone drain and its recut in which oak ladder fragments were found. The implication is that the ground was subject to flooding, or was poorly drained""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd246,246,838a206c-7975-4695-a2ae-1575b1e07984,"""Roman strip building, High Street, St Marks Station""",81dd62d2-6701-4195-b74b-8057456bba4b,0250,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,0400,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.543315485313999 53.2247257544289),,,,
00000000-0000-0000-0000-000000lhd246,,,,,,,,,,,,,,,,,02c57358-94a2-485f-a1a4-8caca75543a5
00000000-0000-0000-0000-000000lhd246,,,,,,,,,,,,,,,,,723ecc12-c987-4b69-8141-5ac56506077d
00000000-0000-0000-0000-000000lhd246,,,,,,,,,,,,,,,,c9f365c7-604d-4181-b263-5b670bdd23eb,
00000000-0000-0000-0000-000000lhd246,,,,,,,,,,,"""Structure 2. Strip building gabled-ended on to Ermine Street, with stone foundations and walls of limestone and sandstone blocks set in hard yellow mortar. Wooden piles had been inserted into foundation trenches. The building had a raised hearth bonded into the south wall, clay and stone floors with three further hearths/ovens. Probably a traders house c25m long x 7m wide. The northern east-west wall was shared with Structure 3 (MON247), meaning that the two buildings were built as one unit. Demolished at the end of the 4th century.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd247,247,838a206c-7975-4695-a2ae-1575b1e07984,"""Roman strip building, High Street, St Marks Station""",81dd62d2-6701-4195-b74b-8057456bba4b,0250,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,0400,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.543298681584976 53.224779488002),,,,
00000000-0000-0000-0000-000000lhd247,,,,,,,,,,,,,,,,,02c57358-94a2-485f-a1a4-8caca75543a5
00000000-0000-0000-0000-000000lhd247,,,,,,,,,,,,,,,,,723ecc12-c987-4b69-8141-5ac56506077d
00000000-0000-0000-0000-000000lhd247,,,,,,,,,,,"""Structure 3. Strip building gabled-ended on to Ermine Street, with stone foundations and walls of limestone and sandstone blocks set in hard yellow mortar. Wooden piles had been inserted into foundation trenches. Probably a traders house c25m long by at least 5.5m wide with a yard (MON248) at the rear (west), clay floors and an internal dividing wall. The southern east-west wall was shared with Structure 2 (MON246), meaning that the two buildings were built as one unit. Demolished at the end of the 4th century.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd248,248,838a206c-7975-4695-a2ae-1575b1e07984,"""Roman yard/hard standing High Street, St Marks Station""",81dd62d2-6701-4195-b74b-8057456bba4b,0250,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,0400,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.543477146837151 53.2248176287186),,,f10db72a-ff7a-4313-9f55-4b6b92968de9,
00000000-0000-0000-0000-000000lhd248,,,,,,,,,,,,,,,,,723ecc12-c987-4b69-8141-5ac56506077d
00000000-0000-0000-0000-000000lhd248,,,,,,,,,,,,,,,,,02c57358-94a2-485f-a1a4-8caca75543a5
00000000-0000-0000-0000-000000lhd248,,,,,,,,,,,"""Metalled surface of packed stones that possibly represented a yard to the rear of strip building (MON247) or a hard standing leading to the river.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd249,249,838a206c-7975-4695-a2ae-1575b1e07984,"""Roman reclamation, High Street, St Marks Station""",81dd62d2-6701-4195-b74b-8057456bba4b,0370,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,0440,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.54353887161911 53.224764444148),,,1f5ebfb2-2702-48bb-ba1d-b724d68fef0f,
00000000-0000-0000-0000-000000lhd249,,,,,,,,,,,,,,,,ec688c92-e02c-4de9-b846-3700951cf6fc,
00000000-0000-0000-0000-000000lhd249,,,,,,,,,,,,,,,,278959b5-9b68-462e-b94f-cd925b36a449,
00000000-0000-0000-0000-000000lhd249,,,,,,,,,,,,,,,,,02c57358-94a2-485f-a1a4-8caca75543a5
00000000-0000-0000-0000-000000lhd249,,,,,,,,,,,"""Dump to a depth of about 1m. The remains of a post hole may have been the remains of shoring that retained the dump from the flooding water and silty sands of the river which appears to have been successful. An east-west wall of dry stone construction gave no indication as to whether it was part of a building or a stretch of boundary wall.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd250,250,838a206c-7975-4695-a2ae-1575b1e07984,"""Late Saxon ditches, High Street, St Marks Station""",81dd62d2-6701-4195-b74b-8057456bba4b,1000,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1050,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.54465276211924 53.2250477475642),,,9d609a96-a328-4026-b884-aef746b57acc,
00000000-0000-0000-0000-000000lhd250,,,,,,,,,,,,,,,,13122e09-3b40-46af-9009-f40c40fbfd1a,
00000000-0000-0000-0000-000000lhd250,,,,,,,,,,,,,,,,,ff00a8ad-ef48-47a2-a120-7ef5ccb809a2
00000000-0000-0000-0000-000000lhd250,,,,,,,,,,,"""Six north-south-running drains or ditches cutting the river silt, aimed at reducing the effect of flooding. These were sealed by dumping to raise the ground level.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd251,251,838a206c-7975-4695-a2ae-1575b1e07984,"""Late Saxon-early medieval occupation, High Street, St Marks Station""",81dd62d2-6701-4195-b74b-8057456bba4b,0850,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1150,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.54398412117847 53.2248867528574),,,f909a4f2-07b9-477d-8bae-c3a6a88ed982,
00000000-0000-0000-0000-000000lhd251,,,,,,,,,,,,,,,,,ff00a8ad-ef48-47a2-a120-7ef5ccb809a2
00000000-0000-0000-0000-000000lhd251,,,,,,,,,,,,,,,,,2b884f51-c546-4773-8993-2b6c53f72650
00000000-0000-0000-0000-000000lhd251,,,,,,,,,,,"""Pits, post holes, robber trenches and a possible slot all suggested nearby occupation.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd252,252,838a206c-7975-4695-a2ae-1575b1e07984,"""Late Saxon-early medieval building, High Street, St Marks Station""",81dd62d2-6701-4195-b74b-8057456bba4b,0850,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1150,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.54398412117847 53.2248867528574),,,c576bf4a-b5ba-4ba7-adac-57a5937a3b89,
00000000-0000-0000-0000-000000lhd252,,,,,,,,,,,,,,,,,ff00a8ad-ef48-47a2-a120-7ef5ccb809a2
00000000-0000-0000-0000-000000lhd252,,,,,,,,,,,,,,,,,2b884f51-c546-4773-8993-2b6c53f72650
00000000-0000-0000-0000-000000lhd252,,,,,,,,,,,"""Structure 5. Features indicating a structure.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd253,253,838a206c-7975-4695-a2ae-1575b1e07984,"""Late Saxon-early medieval reclamation, High Street, St Marks Station""",81dd62d2-6701-4195-b74b-8057456bba4b,0850,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1150,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.54398412117847 53.2248867528574),,,1f5ebfb2-2702-48bb-ba1d-b724d68fef0f,
00000000-0000-0000-0000-000000lhd253,,,,,,,,,,,,,,,,,2b884f51-c546-4773-8993-2b6c53f72650
00000000-0000-0000-0000-000000lhd253,,,,,,,,,,,,,,,,,ff00a8ad-ef48-47a2-a120-7ef5ccb809a2
00000000-0000-0000-0000-000000lhd253,,,,,,,,,,,"""Dumping built up the ground to the west of the site above the reach of river flooding. Cuts in the dumping may have been pits, but one may represent a robber trench removing stone from a revetment.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd254,254,838a206c-7975-4695-a2ae-1575b1e07984,"""Early medieval street, High Street, St Marks Station""",81dd62d2-6701-4195-b74b-8057456bba4b,1050,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1150,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.54398412117847 53.2248867528574),,,62d7af0f-70ca-4082-9916-a2384d81a446,
00000000-0000-0000-0000-000000lhd254,,,,,,,,,,,,,,,,,2b884f51-c546-4773-8993-2b6c53f72650
00000000-0000-0000-0000-000000lhd254,,,,,,,,,,,"""A long strip of soil of a different matrix to that surrounding it was sealed by a rough limestone surface. A line of post holes may have been a boundary fence.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd255,255,838a206c-7975-4695-a2ae-1575b1e07984,"""Early medieval stone building, High Street, St Marks Station""",81dd62d2-6701-4195-b74b-8057456bba4b,1050,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1150,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.54398412117847 53.2248867528574),,,c576bf4a-b5ba-4ba7-adac-57a5937a3b89,
00000000-0000-0000-0000-000000lhd255,,,,,,,,,,,,,,,,,2b884f51-c546-4773-8993-2b6c53f72650
00000000-0000-0000-0000-000000lhd255,,,,,,,,,,,"""Structure 6. A stone walled building of at least three rooms with suggestions of a second storey.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd256,256,838a206c-7975-4695-a2ae-1575b1e07984,"""Early medieval lane, High Street, St Marks Station""",81dd62d2-6701-4195-b74b-8057456bba4b,1050,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1150,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.54398412117847 53.2248867528574),,,62d7af0f-70ca-4082-9916-a2384d81a446,
00000000-0000-0000-0000-000000lhd256,,,,,,,,,,,,,,,,,2b884f51-c546-4773-8993-2b6c53f72650
00000000-0000-0000-0000-000000lhd256,,,,,,,,,,,"""Lane constructed of limestone rubble that had become worn.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd257,257,838a206c-7975-4695-a2ae-1575b1e07984,"""Early medieval building, High Street, St Marks Station""",81dd62d2-6701-4195-b74b-8057456bba4b,1050,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1150,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.54398412117847 53.2248867528574),,,c576bf4a-b5ba-4ba7-adac-57a5937a3b89,
00000000-0000-0000-0000-000000lhd257,,,,,,,,,,,,,,,,,2b884f51-c546-4773-8993-2b6c53f72650
00000000-0000-0000-0000-000000lhd257,,,,,,,,,,,"""Structure 7. Pitched rubble foundations indicated the presence of a building.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd258,258,838a206c-7975-4695-a2ae-1575b1e07984,"""Medieval gully, High Street, St Marks Station""",81dd62d2-6701-4195-b74b-8057456bba4b,1050,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1540,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.54398412117847 53.2248867528574),,,1d19c1b3-c74a-4e69-92d2-d13459cd2258,
00000000-0000-0000-0000-000000lhd258,,,,,,,,,,,,,,,,,2b884f51-c546-4773-8993-2b6c53f72650
00000000-0000-0000-0000-000000lhd258,,,,,,,,,,,,,,,,,15b4acda-d6b8-4228-bbc8-0b7a6cf6e133
00000000-0000-0000-0000-000000lhd258,,,,,,,,,,,"""An east-west gully that ran for at least 8.5m and may have originally been part of a continuous stretch with a second gully.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd259,259,838a206c-7975-4695-a2ae-1575b1e07984,"""Medieval stone building, High Street St Marks Station""",81dd62d2-6701-4195-b74b-8057456bba4b,1050,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1540,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.54398412117847 53.2248867528574),,,c576bf4a-b5ba-4ba7-adac-57a5937a3b89,
00000000-0000-0000-0000-000000lhd259,,,,,,,,,,,,,,,,,15b4acda-d6b8-4228-bbc8-0b7a6cf6e133
00000000-0000-0000-0000-000000lhd259,,,,,,,,,,,,,,,,,2b884f51-c546-4773-8993-2b6c53f72650
00000000-0000-0000-0000-000000lhd259,,,,,,,,,,,"""Structure 8. A building possibly consisted of at least three rooms, each with its own hearth.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd260,260,838a206c-7975-4695-a2ae-1575b1e07984,"""Medieval pits, High Street, St Marks Station""",81dd62d2-6701-4195-b74b-8057456bba4b,1050,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1540,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.54398412117847 53.2248867528574),,,f909a4f2-07b9-477d-8bae-c3a6a88ed982,
00000000-0000-0000-0000-000000lhd260,,,,,,,,,,,,,,,,,2b884f51-c546-4773-8993-2b6c53f72650
00000000-0000-0000-0000-000000lhd260,,,,,,,,,,,,,,,,,15b4acda-d6b8-4228-bbc8-0b7a6cf6e133
00000000-0000-0000-0000-000000lhd260,,,,,,,,,,,"""Eight pits and a possible east-west slot.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd261,261,838a206c-7975-4695-a2ae-1575b1e07984,"""Medieval building, High Street, St Marks Station""",81dd62d2-6701-4195-b74b-8057456bba4b,1050,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1540,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.54398412117847 53.2248867528574),,,c576bf4a-b5ba-4ba7-adac-57a5937a3b89,
00000000-0000-0000-0000-000000lhd261,,,,,,,,,,,,,,,,,2b884f51-c546-4773-8993-2b6c53f72650
00000000-0000-0000-0000-000000lhd261,,,,,,,,,,,,,,,,,15b4acda-d6b8-4228-bbc8-0b7a6cf6e133
00000000-0000-0000-0000-000000lhd261,,,,,,,,,,,"""Structure 9. Elements of a structure.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd262,262,838a206c-7975-4695-a2ae-1575b1e07984,"""Medieval building, High Street, St Marks Station""",81dd62d2-6701-4195-b74b-8057456bba4b,1050,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1540,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.54398412117847 53.2248867528574),,,c576bf4a-b5ba-4ba7-adac-57a5937a3b89,
00000000-0000-0000-0000-000000lhd262,,,,,,,,,,,,,,,,,2b884f51-c546-4773-8993-2b6c53f72650
00000000-0000-0000-0000-000000lhd262,,,,,,,,,,,,,,,,,15b4acda-d6b8-4228-bbc8-0b7a6cf6e133
00000000-0000-0000-0000-000000lhd262,,,,,,,,,,,"""Structure 10. Elements of a structure.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd263,263,838a206c-7975-4695-a2ae-1575b1e07984,"""Medieval building, High Street, St Marks Station""",81dd62d2-6701-4195-b74b-8057456bba4b,1150,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1350,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.54398412117847 53.2248867528574),,,c576bf4a-b5ba-4ba7-adac-57a5937a3b89,
00000000-0000-0000-0000-000000lhd263,,,,,,,,,,,,,,,,,15b4acda-d6b8-4228-bbc8-0b7a6cf6e133
00000000-0000-0000-0000-000000lhd263,,,,,,,,,,,"""Structure 11. Building defined largely by its robber trenches. Footings were of large undressed limestone blocks, and a change in construction depth suggests more than one storey.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd264,264,838a206c-7975-4695-a2ae-1575b1e07984,"""Late medieval building, High Street, St Marks Station""",81dd62d2-6701-4195-b74b-8057456bba4b,1450,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1540,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.54398412117847 53.2248867528574),,,c576bf4a-b5ba-4ba7-adac-57a5937a3b89,
00000000-0000-0000-0000-000000lhd264,,,,,,,,,,,,,,,,,d1580b26-e4fb-41c0-a0ad-f3994064649c
00000000-0000-0000-0000-000000lhd264,,,,,,,,,,,"""Structure 15. Foundations revealed for a south-east corner and a stretch of wall with built-in garderobe.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd265,265,838a206c-7975-4695-a2ae-1575b1e07984,"""Medieval building, High Street, St Marks Station""",81dd62d2-6701-4195-b74b-8057456bba4b,1450,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1540,f21fd154-a96d-4b50-9fa9-dbab3c54d441,a65753a5-c15b-4d07-a33b-459418b5156b,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.54398412117847 53.2248867528574),,,c576bf4a-b5ba-4ba7-adac-57a5937a3b89,
00000000-0000-0000-0000-000000lhd265,,,,,,,,,,,,,,,,,d1580b26-e4fb-41c0-a0ad-f3994064649c
00000000-0000-0000-0000-000000lhd265,,,,,,,,,,,"""Structure 16. Walls and a metalled surface.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
00000000-0000-0000-0000-000000lhd266,266,838a206c-7975-4695-a2ae-1575b1e07984,"""Carmelite Friary cemetery, High Street""",81dd62d2-6701-4195-b74b-8057456bba4b,1260,cf4d3fee-1c66-499c-a087-13eb3a069807,a65753a5-c15b-4d07-a33b-459418b5156b,1540,f21fd154-a96d-4b50-9fa9-dbab3c54d441,38cc0cb2-1e87-4138-9503-cb1673980f91,,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,POINT (-0.543021832606974 53.2249918594359),,,4b04460d-491b-406e-abf6-a4a87d036c14,
00000000-0000-0000-0000-000000lhd266,,,,,,,,,,,,,,,,598b0a7b-23b0-4206-8678-62dc59c4a811,
00000000-0000-0000-0000-000000lhd266,,,,,,,,,,,,,,,,,15b4acda-d6b8-4228-bbc8-0b7a6cf6e133
00000000-0000-0000-0000-000000lhd266,,,,,,,,,,,,,,,,a6fabea3-3818-4f28-9e89-b503d163c744,
00000000-0000-0000-0000-000000lhd266,,,,,,,,,,,"""Cemetery of Carmelite friary situated in the area between the High Street on the east and the friary church and cloister on the west and north-west; now occupied by the coffee-shop building immediately south of 154 High Street. Evidence for 6 inhumations and a cist burial was recorded in 1984 (on41); 47 inhumations were recorded from major excavations at St Marks (z86 and zeb95). 16 inhumations were recorded in z86 in an area between Structures 15 and 16 in z86. Three burials were found north of the station portico in 1994 WB(zwb94) . A femur and tibia were recovered from bra94 Test pit 1 (MON7857). The 1995 excavations revealed 31 inhumations in Areas 1,6 and 7, including several, perhaps from within a chapter house, marked with decorated stone slabs dated by style to the late 12th/early 13th century.""",eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,
